BatsmanName,venue,city,TotalBatsmenRuns_Venue,TotalBatsmenSixes_Venue,TotalBatsmenFours_Venue,TotalBallsFaced_Venue,TotalDotBalls_Venue,DotBallPercentage_Venue,BoundaryPercentage_Venue,TotalInnings_Venue,NumberOfOuts_Venue,NotOuts_Venue,BattingStrikeRate_Venue,BattingAverage_Venue
Shreyas Iyer,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Vizag,14,2,0,11,7,63.64,85.71,1,1,0,127.27,14
Shreyas Iyer,Eden Gardens,Kolkata,50,0,6,36,11,30.56,48,2,2,0,138.89,25
Shreyas Iyer,Himachal Pradesh Cricket Association Stadium,Dharamshala,147,5,15,89,19,21.35,61.22,2,,,165.17,
Shreyas Iyer,Holkar Cricket Stadium,Indore,1,0,0,4,4,100,0,1,1,0,25,1
Shreyas Iyer,M Chinnaswamy Stadium,Bengaluru,53,2,5,38,14,36.84,60.38,2,1,1,139.47,53
Shreyas Iyer,McLean Park,Napier,0,0,0,1,1,100,,1,1,0,0,0
Shreyas Iyer,Narendra Modi Stadium,Ahmedabad,121,2,14,83,21,25.3,56.2,4,3,1,145.78,40.33
Shreyas Iyer,Saurashtra Cricket Association Stadium,Saurashtra,4,0,1,2,1,50,100,1,1,0,200,4
Shreyas Iyer,Sawai Mansingh Stadium,Jaipur,5,0,0,8,5,62.5,0,1,1,0,62.5,5
Shreyas Iyer,Shaheed Veer Narayan Singh International Stadium,Raipur,8,0,0,7,2,28.57,0,1,1,0,114.29,8
Shreyas Iyer,Sydney Cricket Ground,Sydney,12,1,1,6,2,33.33,83.33,2,1,1,200,12
Shreyas Iyer,Trent Bridge,Nottingham,28,2,0,23,8,34.78,42.86,1,1,0,121.74,28
Shreyas Iyer,Warner Park,St Kitts and Nevis,34,1,2,38,18,47.37,41.18,2,2,0,89.47,17
Sisanda Magala,SuperSport Park,Centurion,25,3,1,13,6,46.15,88,2,1,1,192.31,25
Sisanda Magala,The Wanderers Stadium,Johannesburg,9,1,0,5,1,20,66.67,1,,,180,
Sanju Samson,Brian Lara Stadium,Trinidad & Tobago,12,1,0,12,5,41.67,50,1,,,100,
Sanju Samson,Central Broward Regional Park Stadium Turf Ground,Florida,58,1,6,43,9,20.93,51.72,3,2,1,134.88,29
Sanju Samson,Himachal Pradesh Cricket Association Stadium,Dharamshala,57,3,5,37,16,43.24,66.67,2,2,0,154.05,28.5
Sanju Samson,M Chinnaswamy Stadium,Bengaluru,0,0,0,2,2,100,,1,1,0,0,0
Sanju Samson,Malahide,Dublin,41,1,5,27,6,22.22,63.41,2,1,1,151.85,41
Sanju Samson,Manuka Oval,Canberra,23,1,1,15,3,20,43.48,1,1,0,153.33,23
Sanju Samson,Providence Stadium,Guyana,7,0,1,7,3,42.86,57.14,1,1,0,100,7
Sanju Samson,R Premadasa Stadium,Colombo,34,1,2,36,17,47.22,41.18,3,3,0,94.44,11.33
Sanju Samson,Sydney Cricket Ground,Sydney,25,1,1,19,6,31.58,40,2,2,0,131.58,12.5
Sanju Samson,The Village,Dublin,77,4,9,42,13,30.95,77.92,1,1,0,183.33,77
Sanju Samson,Wankhede Stadium,Mumbai,5,0,0,6,4,66.67,0,1,1,0,83.33,5
Sam Billings,Kensington Oval,Barbados,61,4,2,43,17,39.53,52.46,4,3,1,141.86,20.33
Sam Billings,Old Trafford,Manchester,39,1,4,34,15,44.12,56.41,3,2,1,114.71,19.5
Sam Billings,Sophia Gardens,Wales,24,0,2,29,13,44.83,33.33,1,1,0,82.76,24
Sam Billings,The Rose Bowl,Southampton,6,0,0,7,2,28.57,0,2,2,0,85.71,3
Sahibzada Farhan,Hagley Oval,Christchurch,20,1,1,16,5,31.25,50,2,2,0,125,10
Saim Ayub,Eden Park,Auckland,27,3,2,8,2,25,96.3,1,,,337.5,
Saim Ayub,Gaddafi Stadium,Lahore,57,2,7,41,21,51.22,70.18,3,2,1,139.02,28.5
Saim Ayub,Hagley Oval,Christchurch,1,0,0,6,5,83.33,0,1,1,0,16.67,1
Saim Ayub,Rawalpindi Cricket Stadium,Rawalpindi,0,0,0,2,2,100,,1,1,0,0,0
Saim Ayub,Seddon Park,Hamilton,1,0,0,3,2,66.67,0,1,1,0,33.33,1
Saim Ayub,Sharjah Cricket Stadium,Sharjah,66,3,6,57,28,49.12,63.64,3,3,0,115.79,22
Saim Ayub,University Oval,Dunedin,10,0,2,13,9,69.23,80,1,1,0,76.92,10
Sarfraz Ahmed,Shere Bangla National Stadium,Dhaka,6,0,0,12,6,50,0,1,1,0,50,6
Shadab Khan,Dubai International Cricket Stadium,Dubai,18,0,2,16,7,43.75,44.44,3,2,1,112.5,9
Shadab Khan,Eden Park,Auckland,42,3,2,32,14,43.75,61.9,1,1,0,131.25,42
Shadab Khan,Gaddafi Stadium,Lahore,28,1,2,24,10,41.67,50,3,3,0,116.67,9.33
Shadab Khan,Hagley Oval,Christchurch,42,2,3,29,9,31.03,57.14,2,2,0,144.83,21
Shadab Khan,Headingley,Leeds,36,3,2,22,9,40.91,72.22,1,,,163.64,
Shadab Khan,McLean Park,Napier,0,0,0,1,1,100,,1,1,0,0,0
Shadab Khan,Melbourne Cricket Ground,Melbourne,25,0,3,20,8,40,48,2,2,0,125,12.5
Shadab Khan,National Stadium,Karachi,28,3,1,12,2,16.67,78.57,1,,,233.33,
Shadab Khan,Old Trafford,Manchester,17,0,2,16,6,37.5,47.06,2,2,0,106.25,8.5
Shadab Khan,Perth Stadium,Perth,21,1,1,16,5,31.25,47.62,2,1,1,131.25,21
Shadab Khan,Providence Stadium,Guyana,5,0,0,4,,,0,1,1,0,125,5
Shadab Khan,Seddon Park,Hamilton,4,0,1,7,6,85.71,100,1,1,0,57.14,4
Shadab Khan,Sharjah Cricket Stadium,Sharjah,108,3,9,86,30,34.88,50,4,4,0,125.58,27
Shadab Khan,Shere Bangla National Stadium,Dhaka,21,2,1,10,2,20,76.19,1,,,210,
Shadab Khan,Sydney Cricket Ground,Sydney,52,4,3,22,5,22.73,69.23,1,1,0,236.36,52
Shaheen Shah Afridi,Eden Park,Auckland,10,1,0,7,3,42.86,60,2,1,1,142.86,10
Shaheen Shah Afridi,Gaddafi Stadium,Lahore,7,0,1,10,6,60,57.14,3,3,0,70,2.33
Shaheen Shah Afridi,Hagley Oval,Christchurch,1,0,0,6,5,83.33,0,1,1,0,16.67,1
Shaheen Shah Afridi,Headingley,Leeds,2,0,0,4,3,75,0,1,1,0,50,2
Shaheen Shah Afridi,Melbourne Cricket Ground,Melbourne,21,1,2,11,4,36.36,66.67,2,1,1,190.91,21
Shaheen Shah Afridi,Perth Stadium,Perth,1,0,0,1,,,0,1,1,0,100,1
Shaheen Shah Afridi,Seddon Park,Hamilton,22,2,1,13,5,38.46,72.73,1,1,0,169.23,22
Shaheen Shah Afridi,The Wanderers Stadium,Johannesburg,7,0,1,7,3,42.86,57.14,1,,,100,
Shaheen Shah Afridi,University Oval,Dunedin,16,1,1,11,4,36.36,62.5,1,,,145.45,
Shahid Afridi,Bayer Uerdingen Cricket Ground,Krefeld,70,7,4,32,13,40.62,82.86,2,2,0,218.75,35
Shahid Afridi,Sportpark Het Schootsveld,Deventer,38,1,6,28,15,53.57,78.95,3,3,0,135.71,12.67
Shahnawaz Dahani,Dubai International Cricket Stadium,Dubai,16,2,0,6,2,33.33,75,1,1,0,266.67,16
Shakib Al Hasan,Adelaide Oval,Adelaide,13,0,2,13,7,53.85,61.54,2,2,0,100,6.5
Shakib Al Hasan,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Muscat,108,3,7,94,31,32.98,42.59,3,3,0,114.89,36
Shakib Al Hasan,Bellerive Oval,Tasmania,7,0,0,9,2,22.22,0,1,1,0,77.78,7
Shakib Al Hasan,Brisbane Cricket Ground,Brisbane,23,0,1,20,5,25,17.39,1,1,0,115,23
Shakib Al Hasan,Dubai International Cricket Stadium,Dubai,24,0,3,22,7,31.82,50,1,1,0,109.09,24
Shakib Al Hasan,Hagley Oval,Christchurch,154,4,16,102,30,29.41,57.14,3,3,0,150.98,51.33
Shakib Al Hasan,Harare Sports Club,Harare,37,2,3,23,9,39.13,64.86,2,2,0,160.87,18.5
Shakib Al Hasan,Providence Stadium,Guyana,5,0,1,3,1,33.33,80,1,1,0,166.67,5
Shakib Al Hasan,Sharjah Cricket Stadium,Sharjah,30,0,5,28,14,50,66.67,3,3,0,107.14,10
Shakib Al Hasan,Shere Bangla National Stadium,Dhaka,177,0,17,193,91,47.15,38.42,13,12,1,91.71,14.75
Shakib Al Hasan,Sydney Cricket Ground,Sydney,1,0,0,4,3,75,0,1,1,0,25,1
Shakib Al Hasan,Sylhet International Cricket Stadium,Sylhet,37,1,4,28,10,35.71,59.46,2,1,1,132.14,37
Shakib Al Hasan,Zahur Ahmed Chowdhury Stadium,Chittagong,98,2,13,67,25,37.31,65.31,4,1,3,146.27,98
Shakib Al Hasan,Zayed Cricket Stadium,Abu Dhabi,4,0,0,7,4,57.14,0,1,1,0,57.14,4
Shan Masood,Adelaide Oval,Adelaide,24,0,2,14,1,7.14,33.33,1,,,171.43,
Shan Masood,Gaddafi Stadium,Lahore,63,1,5,53,19,35.85,41.27,3,3,0,118.87,21
Shan Masood,Hagley Oval,Christchurch,64,1,8,57,27,47.37,59.38,4,4,0,112.28,16
Shan Masood,Melbourne Cricket Ground,Melbourne,90,1,7,70,25,35.71,37.78,2,1,1,128.57,90
Shan Masood,National Stadium,Karachi,93,4,5,66,20,30.3,47.31,3,2,1,140.91,46.5
Shan Masood,Perth Stadium,Perth,56,0,3,54,18,33.33,21.43,2,2,0,103.7,28
Shan Masood,Sydney Cricket Ground,Sydney,5,0,0,10,8,80,0,2,1,1,50,5
Sharjeel Khan,Harare Sports Club,Harare,18,0,3,15,7,46.67,66.67,1,1,0,120,18
Sharjeel Khan,Providence Stadium,Guyana,20,1,2,16,9,56.25,70,1,1,0,125,20
Sharjeel Khan,The Wanderers Stadium,Johannesburg,8,1,0,12,9,75,75,1,1,0,66.67,8
Shivam Mavi,JSCA International Stadium Complex,Ranchi,2,0,0,3,1,33.33,0,1,1,0,66.67,2
Shivam Mavi,Maharashtra Cricket Association Stadium,Pune,26,2,2,15,6,40,76.92,1,1,0,173.33,26
Shoaib Malik,Dubai International Cricket Stadium,Dubai,20,1,1,17,7,41.18,50,2,2,0,117.65,10
Shoaib Malik,Old Trafford,Manchester,14,0,1,11,6,54.55,28.57,1,1,0,127.27,14
Shoaib Malik,Sharjah Cricket Stadium,Sharjah,80,7,3,38,8,21.05,67.5,2,,,210.53,
Shoaib Malik,Shere Bangla National Stadium,Dhaka,0,0,0,3,3,100,,1,1,0,0,0
Shubman Gill,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,11,0,2,9,6,66.67,72.73,1,1,0,122.22,11
Shubman Gill,Brian Lara Stadium,Trinidad & Tobago,3,0,0,9,7,77.78,0,1,1,0,33.33,3
Shubman Gill,Central Broward Regional Park Stadium Turf Ground,Florida,86,5,4,56,17,30.36,53.49,2,2,0,153.57,43
Shubman Gill,JSCA International Stadium Complex,Ranchi,7,0,1,6,2,33.33,57.14,1,1,0,116.67,7
Shubman Gill,Maharashtra Cricket Association Stadium,Pune,5,0,1,3,2,66.67,80,1,1,0,166.67,5
Shubman Gill,Narendra Modi Stadium,Ahmedabad,126,7,12,63,15,23.81,71.43,1,,,200,
Shubman Gill,Providence Stadium,Guyana,13,1,1,20,16,80,76.92,2,2,0,65,6.5
Shubman Gill,Punjab Cricket Association IS Bindra Stadium,Mohali,23,0,5,12,5,41.67,86.96,1,1,0,191.67,23
Shubman Gill,Saurashtra Cricket Association Stadium,Saurashtra,46,3,2,36,14,38.89,56.52,1,1,0,127.78,46
Shubman Gill,St George's Park,Port Elizabeth,0,0,0,2,2,100,,1,1,0,0,0
Shubman Gill,The Wanderers Stadium,Johannesburg,8,0,2,6,5,83.33,100,1,1,0,133.33,8
Shubman Gill,Wankhede Stadium,Mumbai,7,0,1,5,3,60,57.14,1,1,0,140,7
Sikandar Raza,Adelaide Oval,Adelaide,40,3,3,24,12,50,75,1,1,0,166.67,40
Sikandar Raza,Bellerive Oval,Tasmania,136,8,9,81,27,33.33,61.76,4,4,0,167.9,34
Sikandar Raza,Brisbane Cricket Ground,Brisbane,0,0,0,3,3,100,,1,1,0,0,0
Sikandar Raza,Harare Sports Club,Harare,282,14,20,186,67,36.02,58.16,10,9,1,151.61,31.33
Sikandar Raza,Melbourne Cricket Ground,Melbourne,34,0,3,24,7,29.17,35.29,1,1,0,141.67,34
Sikandar Raza,Perth Stadium,Perth,9,0,1,16,10,62.5,44.44,1,1,0,56.25,9
Sikandar Raza,Queens Sports Club,Bulawayo,303,15,21,206,71,34.47,57.43,9,8,1,147.09,37.88
Sikandar Raza,R Premadasa Stadium,Colombo,80,2,8,59,22,37.29,55,3,3,0,135.59,26.67
Sikandar Raza,Rawalpindi Cricket Stadium,Rawalpindi,14,0,2,15,9,60,57.14,2,2,0,93.33,7
Sikandar Raza,Sheikh Zayed Stadium,Abu Dhabi,78,1,7,56,11,19.64,43.59,3,2,1,139.29,39
Sikandar Raza,United Cricket Club Ground,Namibia,251,22,11,174,77,44.25,70.12,6,6,0,144.25,41.83
Sikandar Raza,Wanderers Cricket Ground,Namibia,199,15,13,127,56,44.09,71.36,4,3,1,156.69,66.33
Sohaib Maqsood,Headingley,Leeds,15,1,1,10,3,30,66.67,1,1,0,150,15
Sohaib Maqsood,Old Trafford,Manchester,13,0,2,12,5,41.67,61.54,1,1,0,108.33,13
Sohaib Maqsood,Providence Stadium,Guyana,5,0,1,4,2,50,80,1,1,0,125,5
Sohaib Maqsood,Trent Bridge,Nottingham,19,2,1,7,2,28.57,84.21,1,1,0,271.43,19
Sufiyan Muqeem,Zhejiang University of Technology Cricket Field,Hangzhou,2,0,0,4,2,50,0,2,1,1,50,2
Tom Banton,Kensington Oval,Barbados,122,8,10,78,35,44.87,72.13,5,5,0,156.41,24.4
Tom Banton,Old Trafford,Manchester,137,6,12,89,28,31.46,61.31,3,3,0,153.93,45.67
Tom Banton,The Rose Bowl,Southampton,12,0,1,20,12,60,33.33,3,3,0,60,4
Temba Bavuma,Adelaide Oval,Adelaide,20,0,2,20,10,50,40,1,1,0,100,20
Temba Bavuma,Arun Jaitley Stadium,Delhi,10,0,2,8,4,50,80,1,1,0,125,10
Temba Bavuma,Barabati Stadium,Cuttack,35,1,4,30,13,43.33,62.86,1,1,0,116.67,35
Temba Bavuma,Barsapara Cricket Stadium,Guwahati,0,0,0,7,7,100,,1,1,0,0,0
Temba Bavuma,Bellerive Oval,Tasmania,2,0,0,2,,,0,1,,,100,
Temba Bavuma,Boland Park,Paarl,13,0,2,10,4,40,61.54,1,1,0,130,13
Temba Bavuma,Civil Service Cricket Club,Belfast,72,2,6,53,14,26.42,50,2,2,0,135.85,36
Temba Bavuma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Vizag,8,0,0,10,4,40,0,1,1,0,80,8
Temba Bavuma,Dubai International Cricket Stadium,Dubai,2,0,0,3,1,33.33,0,1,1,0,66.67,2
Temba Bavuma,Greenfield International Stadium,Trivandrum,0,0,0,4,4,100,,1,1,0,0,0
Temba Bavuma,Holkar Cricket Stadium,Indore,3,0,0,8,5,62.5,0,1,1,0,37.5,3
Temba Bavuma,Kingsmead,Durban,35,1,6,20,9,45,85.71,3,3,0,175,11.67
Temba Bavuma,National Cricket Stadium,Grenada,76,1,9,70,29,41.43,55.26,5,5,0,108.57,15.2
Temba Bavuma,Newlands,Cape Town,37,2,2,31,13,41.94,54.05,2,2,0,119.35,18.5
Temba Bavuma,Perth Stadium,Perth,10,1,0,15,11,73.33,60,1,1,0,66.67,10
Temba Bavuma,Saurashtra Cricket Association Stadium,Saurashtra,8,0,1,11,7,63.64,50,1,,,72.73,
Temba Bavuma,Sharjah Cricket Stadium,Sharjah,46,1,1,46,15,32.61,21.74,1,1,0,100,46
Temba Bavuma,Sydney Cricket Ground,Sydney,38,1,4,25,9,36,57.89,2,2,0,152,19
Temba Bavuma,The Village,Dublin,13,0,2,13,6,46.15,61.54,1,1,0,100,13
Temba Bavuma,Zayed Cricket Stadium,Abu Dhabi,43,1,5,35,19,54.29,60.47,2,1,1,122.86,43
Tanveer Sangha,Greenfield International Stadium,Trivandrum,2,0,0,4,2,50,0,1,,,50,
Tabraiz Shamsi,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Vizag,0,0,0,1,1,100,,1,1,0,0,0
Tabraiz Shamsi,Kingsmead,Durban,0,0,0,2,3,150,,1,1,0,0,0
Tabraiz Shamsi,National Cricket Stadium,Grenada,0,0,0,2,2,100,,1,1,0,0,0
Tabraiz Shamsi,Saurashtra Cricket Association Stadium,Saurashtra,4,0,0,3,1,33.33,0,1,,,133.33,
Tabraiz Shamsi,SuperSport Park,Centurion,0,0,0,3,3,100,,1,1,0,0,0
Tabraiz Shamsi,Sydney Cricket Ground,Sydney,1,0,0,1,,,0,1,,,100,
Tabraiz Shamsi,The Wanderers Stadium,Johannesburg,1,0,0,1,,,0,1,,,100,
Tabraiz Shamsi,Zayed Cricket Stadium,Abu Dhabi,0,0,0,1,1,100,,1,,,0,
Tristan Stubbs,County Ground,Bristol,96,9,5,39,7,17.95,77.08,2,2,0,246.15,48
Tristan Stubbs,Greenfield International Stadium,Trivandrum,0,0,0,1,1,100,,1,1,0,0,0
Tristan Stubbs,Holkar Cricket Stadium,Indore,23,1,2,18,8,44.44,60.87,1,1,0,127.78,23
Tristan Stubbs,Kingsmead,Durban,52,3,4,37,15,40.54,65.38,3,3,0,140.54,17.33
Tristan Stubbs,Perth Stadium,Perth,6,0,1,6,3,50,66.67,1,1,0,100,6
Tristan Stubbs,Sophia Gardens,Wales,15,1,0,12,4,33.33,40,1,,,125,
Tristan Stubbs,St George's Park,Port Elizabeth,14,0,2,12,5,41.67,57.14,1,,,116.67,
Tristan Stubbs,Sydney Cricket Ground,Sydney,25,1,1,25,11,44,40,2,2,0,100,12.5
Tristan Stubbs,The Rose Bowl,Southampton,8,0,2,4,2,50,100,1,1,0,200,8
Tanish Suri,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Muscat,0,0,0,1,1,100,,1,1,0,0,0
Tanish Suri,Dubai International Cricket Stadium,Dubai,39,0,4,42,20,47.62,41.03,3,3,0,92.86,13
Tanish Suri,Sharjah Cricket Stadium,Sharjah,38,1,3,42,18,42.86,47.37,3,2,1,90.48,19
Timm van der Gugten,GMHBA Stadium,Geelong,0,0,0,1,1,100,,1,1,0,0,0
Timm van der Gugten,Tribhuvan University International Cricket Ground,Nepal,45,2,4,31,11,35.48,62.22,2,1,1,145.16,45
Tom Blundell,Shere Bangla National Stadium,Dhaka,42,0,4,54,27,50,38.1,4,3,1,77.78,14
Trent Boult,Eden Gardens,Kolkata,2,0,0,2,,,0,1,,,100,
Trent Boult,Eden Park,Auckland,16,1,1,11,3,27.27,62.5,1,1,0,145.45,16
Trent Boult,Hagley Oval,Christchurch,2,0,0,2,,,0,1,,,100,
Trent Boult,Westpac Stadium,Wellington,6,0,1,6,4,66.67,66.67,1,,,100,
Tim Southee,Adelaide Oval,Adelaide,1,0,0,2,2,100,0,1,,,50,
Tim Southee,Bay Oval,Mount Maunganui,0,0,0,1,1,100,,1,1,0,0,0
Tim Southee,Dubai International Cricket Stadium,Dubai,4,0,0,2,,,0,1,,,200,
Tim Southee,Eden Park,Auckland,6,1,0,2,1,50,100,1,,,300,
Tim Southee,Hagley Oval,Christchurch,5,0,0,9,5,55.56,0,3,,,55.56,
Tim Southee,McLean Park,Napier,20,0,2,21,11,52.38,40,3,2,1,95.24,10
Tim Southee,Old Trafford,Manchester,8,1,0,3,1,33.33,75,1,1,0,266.67,8
Tim Southee,Riverside Ground,Chester-le-Street,7,0,1,3,1,33.33,57.14,1,,,233.33,
Tim Southee,Sawai Mansingh Stadium,Jaipur,0,0,0,1,1,100,,1,,,0,
Tim Southee,Seddon Park,Hamilton,5,0,0,4,1,25,0,1,1,0,125,5
Tim Southee,Sydney Cricket Ground,Sydney,4,0,1,1,,,100,1,,,400,
Tim Southee,University Oval,Dunedin,6,0,1,3,1,33.33,66.67,1,1,0,200,6
Tim Southee,Westpac Stadium,Wellington,11,1,0,10,5,50,54.55,2,2,0,110,5.5
Tim David,Adelaide Oval,Adelaide,31,2,2,14,1,7.14,64.52,1,,,221.43,
Tim David,Barsapara Cricket Stadium,Guwahati,0,0,0,1,1,100,,1,1,0,0,0
Tim David,Bellerive Oval,Tasmania,37,2,4,17,3,17.65,75.68,1,,,217.65,
Tim David,Brisbane Cricket Ground,Brisbane,57,3,6,30,10,33.33,73.68,2,1,1,190,57
Tim David,Carrara Oval,Carrara,0,0,0,4,4,100,,1,1,0,0,0
Tim David,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Vizag,19,1,2,13,8,61.54,73.68,1,,,146.15,
Tim David,Eden Park,Auckland,25,1,3,22,11,50,72,2,1,1,113.64,25
Tim David,Greenfield International Stadium,Trivandrum,37,2,4,22,7,31.82,75.68,1,1,0,168.18,37
Tim David,Kingsmead,Durban,65,4,7,30,9,30,80,2,2,0,216.67,32.5
Tim David,M Chinnaswamy Stadium,Bengaluru,17,1,0,17,5,29.41,35.29,1,1,0,100,17
Tim David,Manuka Oval,Canberra,40,1,5,23,7,30.43,65,1,1,0,173.91,40
Tim David,Perth Stadium,Perth,41,4,2,22,11,50,78.05,2,1,1,186.36,41
Tim David,Punjab Cricket Association IS Bindra Stadium,Mohali,18,1,1,14,7,50,55.56,1,1,0,128.57,18
Tim David,Rajiv Gandhi International Stadium,Hyderabad,54,5,2,27,8,29.63,70.37,1,1,0,200,54
Tim David,Shaheed Veer Narayan Singh International Stadium,Raipur,19,1,0,20,7,35,31.58,1,1,0,95,19
Tim David,Sky Stadium,Wellington,31,3,2,10,1,10,83.87,1,,,310,
Tim David,Sydney Cricket Ground,Sydney,11,1,0,8,3,37.5,54.55,1,1,0,137.5,11
Tim David,Vidarbha Cricket Association Stadium,Vidarbha,2,0,0,3,1,33.33,0,1,1,0,66.67,2
Tim Pringle,Bellerive Oval,Tasmania,1,0,0,6,5,83.33,0,1,1,0,16.67,1
Tim Pringle,GMHBA Stadium,Geelong,25,0,0,29,10,34.48,0,3,1,2,86.21,25
Tim Pringle,Perth Stadium,Perth,5,0,0,8,6,75,0,1,1,0,62.5,5
Tim Pringle,Queens Sports Club,Bulawayo,7,0,0,13,6,46.15,0,2,2,0,53.85,3.5
Tim Pringle,Sportpark Westvliet,Voorburg,8,0,1,8,4,50,50,1,1,0,100,8
Tim Pringle,Sydney Cricket Ground,Sydney,20,1,1,15,6,40,50,1,1,0,133.33,20
Tom Curran,Headingley,Leeds,9,0,1,7,2,28.57,44.44,1,1,0,128.57,9
Tom Curran,Old Trafford,Manchester,8,1,0,5,2,40,75,1,,,160,
Tom Curran,The Rose Bowl,Southampton,8,0,0,13,5,38.46,0,2,1,1,61.54,8
Tom Curran,Trent Bridge,Nottingham,1,0,0,2,1,50,0,1,1,0,50,1
Tim Seifert,Bay Oval,Mount Maunganui,62,1,9,39,12,30.77,67.74,3,3,0,158.97,20.67
Tim Seifert,Dubai International Cricket Stadium,Dubai,83,4,5,57,22,38.6,53.01,4,3,1,145.61,27.67
Tim Seifert,Eden Gardens,Kolkata,17,0,1,18,6,33.33,23.53,1,,,94.44,
Tim Seifert,Eden Park,Auckland,76,2,8,64,30,46.88,57.89,4,4,0,118.75,19
Tim Seifert,Edgbaston,Birmingham,19,0,1,17,4,23.53,21.05,1,1,0,111.76,19
Tim Seifert,Hagley Oval,Christchurch,20,0,0,36,19,52.78,0,3,3,0,55.56,6.67
Tim Seifert,JSCA International Stadium Complex,Ranchi,13,0,1,15,7,46.67,30.77,1,1,0,86.67,13
Tim Seifert,John Davies Oval,Queenstown,88,3,10,48,10,20.83,65.91,1,1,0,183.33,88
Tim Seifert,McLean Park,Napier,35,3,2,23,13,56.52,74.29,2,2,0,152.17,17.5
Tim Seifert,Old Trafford,Manchester,39,0,4,31,10,32.26,41.03,1,1,0,125.81,39
Tim Seifert,Riverside Ground,Chester-le-Street,9,0,2,6,3,50,88.89,1,1,0,150,9
Tim Seifert,Sawai Mansingh Stadium,Jaipur,12,0,2,11,5,45.45,66.67,1,1,0,109.09,12
Tim Seifert,Seddon Park,Hamilton,84,3,8,63,23,36.51,59.52,1,,,133.33,
Tim Seifert,Sharjah Cricket Stadium,Sharjah,8,0,1,8,4,50,50,1,1,0,100,8
Tim Seifert,Trent Bridge,Nottingham,48,2,6,32,12,37.5,75,1,1,0,150,48
Tim Seifert,University Oval,Dunedin,113,7,6,72,25,34.72,58.41,3,2,1,156.94,56.5
Tim Seifert,Westpac Stadium,Wellington,23,0,4,32,22,68.75,69.57,2,2,0,71.88,11.5
Tom Cooper,Adelaide Oval,Adelaide,67,3,4,48,15,31.25,50.75,2,2,0,139.58,33.5
Tom Cooper,Bulawayo Athletic Club,Bulawayo,3,0,0,4,1,25,0,1,1,0,75,3
Tom Cooper,GMHBA Stadium,Geelong,30,0,3,41,23,56.1,40,3,3,0,73.17,10
Tom Cooper,Perth Stadium,Perth,1,0,0,2,1,50,0,1,1,0,50,1
Tom Cooper,Queens Sports Club,Bulawayo,117,3,14,74,21,28.38,63.25,4,2,2,158.11,58.5
Tom Cooper,Sportpark Westvliet,Voorburg,28,0,3,22,8,36.36,42.86,2,2,0,127.27,14
Tom Cooper,Sydney Cricket Ground,Sydney,9,0,0,12,7,58.33,0,1,1,0,75,9
Travis Head,Barsapara Cricket Stadium,Guwahati,35,0,8,18,7,38.89,91.43,1,1,0,194.44,35
Travis Head,Eden Park,Auckland,78,6,7,52,28,53.85,82.05,2,2,0,150,39
Travis Head,Gaddafi Stadium,Lahore,26,1,3,14,5,35.71,69.23,1,1,0,185.71,26
Travis Head,Kingsmead,Durban,115,7,12,68,28,41.18,78.26,3,3,0,169.12,38.33
Travis Head,M Chinnaswamy Stadium,Bengaluru,28,1,5,18,10,55.56,92.86,1,1,0,155.56,28
Travis Head,Shaheed Veer Narayan Singh International Stadium,Raipur,31,1,5,16,8,50,83.87,1,1,0,193.75,31
Travis Head,Sky Stadium,Wellington,24,1,3,15,7,46.67,75,1,1,0,160,24
Tymal Mills,Kensington Oval,Barbados,1,0,0,2,3,150,0,2,1,1,50,1
Tymal Mills,The Rose Bowl,Southampton,7,1,0,8,6,75,85.71,1,1,0,87.5,7
Tom Latham,Eden Park,Auckland,27,0,5,16,4,25,74.07,1,1,0,168.75,27
Tom Latham,Gaddafi Stadium,Lahore,103,2,10,93,42,45.16,50.49,3,3,0,110.75,34.33
Tom Latham,John Davies Oval,Queenstown,31,1,1,23,5,21.74,32.26,1,1,0,134.78,31
Tom Latham,Rawalpindi Cricket Stadium,Rawalpindi,13,0,3,9,6,66.67,92.31,2,2,0,144.44,6.5
Tom Latham,Shere Bangla National Stadium,Dhaka,159,3,10,146,47,32.19,36.48,5,3,2,108.9,53
Tom Latham,University Oval,Dunedin,20,0,1,30,15,50,20,1,,,66.67,
Tayyab Tahir,Sharjah Cricket Stadium,Sharjah,39,0,5,41,21,51.22,51.28,3,3,0,95.12,13
Tilak Varma,Barsapara Cricket Stadium,Guwahati,31,0,4,24,11,45.83,51.61,1,,,129.17,
Tilak Varma,Brian Lara Stadium,Trinidad & Tobago,39,3,3,22,8,36.36,76.92,1,1,0,177.27,39
Tilak Varma,Central Broward Regional Park Stadium Turf Ground,Florida,34,2,4,23,13,56.52,82.35,2,1,1,147.83,34
Tilak Varma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Vizag,12,0,2,10,4,40,66.67,1,1,0,120,12
